term,gene
ko04626,R120364040
ko00061,R120015720
ko00071,R120015720
ko01100,R120015720
ko01212,R120015720
ko02024,R120015720
ko03320,R120015720
ko04146,R120015720
ko04216,R120015720
ko04714,R120015720
ko04920,R120015720
ko00940,R120355620
ko00941,R120355620
ko00945,R120355620
ko01100,R120355620
ko01110,R120355620
ko00030,R120065070
ko00710,R120065070
ko01100,R120065070
ko01110,R120065070
ko01120,R120065070
ko01200,R120065070
ko01230,R120065070
ko04141,R120136630
ko04144,R120049310
ko00562,R120092810
ko01100,R120092810
ko04070,R120092810
ko04145,R120092810
ko04810,R120092810
ko00220,R120077320
ko01100,R120077320
ko01110,R120077320
ko01210,R120077320
ko01230,R120077320
ko00562,R120337290
ko01100,R120337290
ko04011,R120337290
ko04070,R120337290
ko04072,R120337290
ko04139,R120337290
ko04144,R120337290
ko04510,R120337290
ko04666,R120337290
ko04810,R120337290
ko05135,R120337290
ko05231,R120337290
ko00564,R120176780
ko00565,R120176780
ko01100,R120176780
ko00563,R120271250
ko01100,R120271250
ko04075,R120358500
ko00071,R120015040
ko00592,R120015040
ko01100,R120015040
ko01110,R120015040
ko01212,R120015040
ko00051,R120031320
ko00520,R120031320
ko00541,R120031320
ko01100,R120031320
ko03018,R120236920
ko04075,R120334580
ko04910,R120059680
ko05132,R120059680
ko05130,R120162950
ko00190,R120277520
ko01100,R120277520
ko04145,R120277520
ko04150,R120277520
ko04721,R120277520
ko04966,R120277520
ko05110,R120277520
ko05120,R120277520
ko05165,R120277520
ko05323,R120277520
ko04613,R120359720
ko05034,R120359720
ko05203,R120359720
ko05322,R120359720
ko03430,R120121970
ko03015,R120090540
ko04071,R120090540
ko04113,R120090540
ko04114,R120090540
ko04151,R120090540
ko04152,R120090540
ko04261,R120090540
ko04728,R120090540
ko05165,R120090540
ko00051,R120153270
ko00520,R120153270
ko00541,R120153270
ko01100,R120153270
ko00592,R120268060
ko01100,R120268060
ko01110,R120268060
ko02024,R120025820
ko03060,R120025820
ko03070,R120025820
ko00052,R120299590
ko00500,R120299590
ko01100,R120299590
ko01110,R120299590
ko04340,R120227360
ko04341,R120227360
ko04016,R120234480
ko00010,R120097730
ko00040,R120097730
ko00053,R120097730
ko00561,R120097730
ko00930,R120097730
ko01100,R120097730
ko01110,R120097730
ko01120,R120097730
ko01220,R120097730
ko01240,R120097730
ko04130,R120339750
ko04721,R120339750
ko03020,R120325220
ko05016,R120325220
ko00513,R120315940
ko01100,R120315940
ko00053,R120043230
ko00520,R120043230
ko00541,R120043230
ko01100,R120043230
ko01240,R120043230
ko04136,R120042470
ko04138,R120042470
ko04140,R120042470
ko04371,R120042470
ko05010,R120042470
ko05014,R120042470
ko05016,R120042470
ko05017,R120042470
ko05022,R120042470
ko05131,R120042470
ko04115,R120142110
ko04120,R120142110
ko04712,R120142110
ko03013,R120339340
ko03015,R120339340
ko00520,R120099170
ko01100,R120099170
ko00770,R120044290
ko01100,R120044290
ko01240,R120044290
ko03020,R120020620
ko05016,R120020620
ko00940,R120319830
ko01110,R120319830
ko00062,R120158220
ko01100,R120158220
ko01110,R120158220
ko04626,R120158220
ko00053,R120299410
ko01100,R120299410
ko03060,R120131660
ko04141,R120131660
ko04145,R120131660
ko05110,R120131660
ko03015,R120004070
ko04071,R120004070
ko04113,R120004070
ko04114,R120004070
ko04151,R120004070
ko04152,R120004070
ko04261,R120004070
ko04728,R120004070
ko05165,R120004070
ko00270,R120263520
ko01100,R120263520
ko00760,R120354590
ko01100,R120354590
ko01240,R120354590
ko00061,R120038030
ko00071,R120038030
ko01100,R120038030
ko01212,R120038030
ko02024,R120038030
ko03320,R120038030
ko04146,R120038030
ko04216,R120038030
ko04714,R120038030
ko04920,R120038030
ko04075,R120137600
ko00010,R120333640
ko00020,R120333640
ko00620,R120333640
ko01100,R120333640
ko01110,R120333640
ko01120,R120333640
ko01200,R120333640
ko05132,R120241650
ko00561,R120245560
ko01100,R120245560
ko03040,R120052500
ko00020,R120102320
ko00630,R120102320
ko00720,R120102320
ko01100,R120102320
ko01110,R120102320
ko01120,R120102320
ko01200,R120102320
ko01210,R120102320
ko01230,R120102320
ko04612,R120146060
ko05152,R120146060
ko05166,R120146060
ko03060,R120149870
ko04141,R120149870
ko04145,R120149870
ko05110,R120149870
ko03013,R120351280
ko03022,R120030270
ko00053,R120085460
ko00480,R120085460
ko01100,R120085460
ko00900,R120084640
ko00909,R120084640
ko01110,R120084640
ko05110,R120001250
ko00564,R120179200
ko00561,R120209780
ko00564,R120209780
ko00565,R120209780
ko01100,R120209780
ko01110,R120209780
ko00562,R120045480
ko01100,R120045480
ko04070,R120045480
ko00514,R120249390
ko05166,R120161860
ko05203,R120161860
ko03010,R120180970
ko00510,R120184400
ko00513,R120184400
ko01100,R120184400
ko04141,R120184400
ko00480,R120354740
ko00980,R120354740
ko00982,R120354740
ko00983,R120354740
ko01100,R120354740
ko01524,R120354740
ko04212,R120354740
ko05200,R120354740
ko05204,R120354740
ko05225,R120354740
ko05418,R120354740
ko00220,R120357630
ko00250,R120357630
ko00260,R120357630
ko00630,R120357630
ko00710,R120357630
ko01100,R120357630
ko01110,R120357630
ko01120,R120357630
ko01200,R120357630
ko01210,R120357630
ko01230,R120357630
ko00564,R120046930
ko00565,R120046930
ko01100,R120046930
ko01110,R120046930
ko04014,R120046930
ko04024,R120046930
ko04071,R120046930
ko04072,R120046930
ko04144,R120046930
ko04666,R120046930
ko04724,R120046930
ko04912,R120046930
ko04928,R120046930
ko05200,R120046930
ko05212,R120046930
ko05231,R120046930
ko00190,R120069500
ko01100,R120069500
ko04714,R120069500
ko04723,R120069500
ko04932,R120069500
ko05010,R120069500
ko05012,R120069500
ko05014,R120069500
ko05016,R120069500
ko05020,R120069500
ko05022,R120069500
ko04141,R120142640
ko03040,R120038460
ko04010,R120038460
ko04141,R120038460
ko04144,R120038460
ko04213,R120038460
ko04612,R120038460
ko04915,R120038460
ko05020,R120038460
ko05134,R120038460
ko05145,R120038460
ko05162,R120038460
ko04130,R120295050
ko04721,R120295050
ko00564,R120309550
ko00565,R120309550
ko01100,R120309550
ko01110,R120309550
ko04014,R120309550
ko04024,R120309550
ko04071,R120309550
ko04072,R120309550
ko04144,R120309550
ko04666,R120309550
ko04724,R120309550
ko04912,R120309550
ko04928,R120309550
ko05200,R120309550
ko05212,R120309550
ko05231,R120309550
ko00830,R120208810
ko01100,R120208810
ko01240,R120208810
ko00195,R120191330
ko00500,R120249020
ko01100,R120249020
ko01110,R120249020
ko03013,R120236170
ko03015,R120236170
ko03040,R120236170
ko05014,R120236170
ko05022,R120236170
ko05202,R120236170
ko04141,R120355360
ko04626,R120151340
ko03008,R120060550
ko03040,R120294430
ko03040,R120178470
ko00040,R120296870
ko01100,R120296870
ko04075,R120175760
ko00195,R120041930
ko04141,R120046580
ko05014,R120046580
ko03420,R120088210
ko04141,R120088210
ko00040,R120275200
ko01100,R120275200
ko04144,R120026510
ko00195,R120341330
ko03015,R120369640
ko04071,R120369640
ko04113,R120369640
ko04114,R120369640
ko04151,R120369640
ko04152,R120369640
ko04261,R120369640
ko04728,R120369640
ko05165,R120369640
ko00010,R120024880
ko01100,R120024880
ko01110,R120024880
ko04110,R120174810
ko04111,R120174810
ko04114,R120174810
ko04120,R120174810
ko04141,R120174810
ko04310,R120174810
ko04341,R120174810
ko04350,R120174810
ko04710,R120174810
ko05131,R120174810
ko05132,R120174810
ko05170,R120174810
ko05200,R120174810
ko00010,R120186140
ko00680,R120186140
ko01100,R120186140
ko01110,R120186140
ko01120,R120186140
ko01200,R120186140
ko01230,R120186140
ko03018,R120186140
ko04066,R120186140
ko04144,R120188130
ko04217,R120188130
ko03010,R120334690
ko05171,R120334690
ko00051,R120343840
ko00520,R120343840
ko01100,R120343840
ko01110,R120343840
ko01240,R120343840
ko00053,R120092390
ko01100,R120092390
ko04011,R120018610
ko04392,R120018610
ko04621,R120283960
ko05012,R120283960
ko05132,R120283960
ko05418,R120283960
ko04010,R120046310
ko04013,R120046310
ko04014,R120046310
ko04015,R120046310
ko04024,R120046310
ko04062,R120046310
ko04071,R120046310
ko04145,R120046310
ko04151,R120046310
ko04310,R120046310
ko04360,R120046310
ko04361,R120046310
ko04370,R120046310
ko04380,R120046310
ko04510,R120046310
ko04520,R120046310
ko04530,R120046310
ko04613,R120046310
ko04620,R120046310
ko04650,R120046310
ko04662,R120046310
ko04664,R120046310
ko04666,R120046310
ko04670,R120046310
ko04722,R120046310
ko04810,R120046310
ko04932,R120046310
ko04933,R120046310
ko04972,R120046310
ko05014,R120046310
ko05020,R120046310
ko05022,R120046310
ko05100,R120046310
ko05120,R120046310
ko05130,R120046310
ko05131,R120046310
ko05132,R120046310
ko05135,R120046310
ko05163,R120046310
ko05167,R120046310
ko05169,R120046310
ko05170,R120046310
ko05200,R120046310
ko05203,R120046310
ko05205,R120046310
ko05210,R120046310
ko05211,R120046310
ko05212,R120046310
ko05231,R120046310
ko05416,R120046310
ko05418,R120046310
ko00900,R120377720
ko01100,R120377720
ko01110,R120377720
ko01120,R120377720
ko05132,R120091050
ko00521,R120343020
ko00562,R120343020
ko01100,R120343020
ko01110,R120343020
ko00564,R120329660
ko03440,R120307700
ko00196,R120172800
ko01100,R120172800
ko00030,R120369470
ko01100,R120369470
ko01110,R120369470
ko01120,R120369470
ko01200,R120369470
ko00500,R120285860
ko01100,R120285860
ko01110,R120285860
ko00904,R120258350
ko01100,R120258350
ko01110,R120258350
ko03010,R120013680
ko05171,R120013680
ko03013,R120330230
ko03015,R120330230
ko03018,R120330230
ko03030,R120360020
ko03410,R120360020
ko03420,R120360020
ko03430,R120360020
ko04110,R120360020
ko04530,R120360020
ko05161,R120360020
ko05010,R120313720
ko04141,R120365350
ko00562,R120226420
ko01100,R120226420
ko04011,R120226420
ko04070,R120226420
ko04072,R120226420
ko04139,R120226420
ko04144,R120226420
ko04510,R120226420
ko04666,R120226420
ko04810,R120226420
ko05135,R120226420
ko05231,R120226420
ko04075,R120183640
ko03010,R120215830
ko05171,R120215830
ko00130,R120360610
ko00350,R120360610
ko00360,R120360610
ko01100,R120360610
ko01240,R120360610
ko00500,R120049150
ko01100,R120049150
ko02020,R120049150
ko00400,R120048630
ko01100,R120048630
ko01110,R120048630
ko01230,R120048630
ko02024,R120048630
ko03010,R120245180
ko05171,R120245180
ko04110,R120112500
ko04111,R120112500
ko04113,R120112500
ko04114,R120112500
ko03040,R120083190
ko03010,R120069750
ko05171,R120069750
ko00902,R120108230
ko01110,R120108230
ko03013,R120397110
ko05014,R120397110
ko05164,R120397110
ko03050,R120350770
ko05010,R120350770
ko05012,R120350770
ko05014,R120350770
ko05016,R120350770
ko05017,R120350770
ko05020,R120350770
ko05022,R120350770
ko05169,R120350770
ko00920,R120036620
ko01100,R120036620
ko01120,R120036620
ko05130,R120045080
ko00562,R120101830
ko01100,R120101830
ko04070,R120101830
ko04621,R120129960
ko05012,R120129960
ko05132,R120129960
ko05418,R120129960
ko04016,R120156420
ko04144,R120324280
ko04961,R120324280
ko04962,R120324280
ko04972,R120324280
ko05164,R120324280
ko00010,R120371890
ko00562,R120371890
ko01100,R120371890
ko00361,R120397490
ko00364,R120397490
ko00623,R120397490
ko01100,R120397490
ko01120,R120397490
ko00190,R120307980
ko01100,R120307980
ko04145,R120307980
ko04150,R120307980
ko04721,R120307980
ko04966,R120307980
ko05110,R120307980
ko05120,R120307980
ko05165,R120307980
ko05323,R120307980
ko00510,R120077580
ko00513,R120077580
ko01100,R120077580
ko04075,R120116030
ko04110,R120381040
ko00480,R120025240
ko00980,R120025240
ko00982,R120025240
ko00983,R120025240
ko01100,R120025240
ko01524,R120025240
ko04212,R120025240
ko05200,R120025240
ko05204,R120025240
ko05225,R120025240
ko05418,R120025240
ko04910,R120043890
ko05132,R120043890
ko03013,R120288120
ko03010,R120049070
ko05171,R120049070
ko00500,R120322850
ko01100,R120322850
ko01110,R120322850
ko04068,R120105820
ko04140,R120105820
ko04150,R120105820
ko04151,R120105820
ko04152,R120105820
ko04211,R120105820
ko04213,R120105820
ko04361,R120105820
ko04371,R120105820
ko04530,R120105820
ko04710,R120105820
ko04714,R120105820
ko04910,R120105820
ko04920,R120105820
ko04921,R120105820
ko04922,R120105820
ko04931,R120105820
ko04932,R120105820
ko05410,R120105820
ko05418,R120105820
ko04626,R120134670
ko01521,R120351880
ko03013,R120351880
ko04066,R120351880
ko04150,R120351880
ko04151,R120351880
ko04211,R120351880
ko04910,R120351880
ko03010,R120242040
ko03050,R120267430
ko05010,R120267430
ko05012,R120267430
ko05014,R120267430
ko05016,R120267430
ko05017,R120267430
ko05020,R120267430
ko05022,R120267430
ko00052,R120203810
ko01100,R120203810
ko04075,R120045600
ko05146,R120352800
ko03050,R120060700
ko05010,R120060700
ko05012,R120060700
ko05014,R120060700
ko05016,R120060700
ko05017,R120060700
ko05020,R120060700
ko05022,R120060700
ko00051,R120119220
ko00520,R120119220
ko01100,R120119220
ko03018,R120116010
ko00970,R120379860
ko03020,R120173840
ko00562,R120129660
ko01100,R120129660
ko04070,R120129660
ko00260,R120031900
ko00350,R120031900
ko00360,R120031900
ko00410,R120031900
ko00950,R120031900
ko00960,R120031900
ko01100,R120031900
ko01110,R120031900
ko03018,R120237570
ko00400,R120069650
ko01100,R120069650
ko01110,R120069650
ko01230,R120069650
ko03010,R120060300
ko05171,R120060300
ko00360,R120012870
ko00940,R120012870
ko01100,R120012870
ko01110,R120012870
ko04110,R120146170
ko04111,R120146170
ko04113,R120146170
ko04114,R120146170
ko04120,R120146170
ko04914,R120146170
ko05166,R120146170
ko00130,R120268740
ko01053,R120268740
ko01100,R120268740
ko01110,R120268740
ko01240,R120268740
ko00400,R120349510
ko01100,R120349510
ko01110,R120349510
ko01230,R120349510
ko00600,R120075520
ko04142,R120075520
ko03020,R120003580
ko04623,R120003580
ko05016,R120003580
ko00561,R120120870
ko00564,R120120870
ko01100,R120120870
ko04144,R120201440
ko03013,R120083720
ko04011,R120083720
ko04111,R120083720
ko00040,R120226920
ko01100,R120226920
ko00250,R120145720
ko00260,R120145720
ko00270,R120145720
ko00280,R120145720
ko01100,R120145720
ko01110,R120145720
ko04626,R120293310
ko00052,R120039960
ko01100,R120039960
ko03010,R120257580
ko00562,R120110780
ko01100,R120110780
ko04011,R120110780
ko04070,R120110780
ko04072,R120110780
ko04139,R120110780
ko04144,R120110780
ko04510,R120110780
ko04666,R120110780
ko04810,R120110780
ko05135,R120110780
ko05231,R120110780
ko04068,R120042570
ko04922,R120042570
ko00910,R120133490
ko04612,R120018710
ko05017,R120018710
ko05152,R120018710
ko01524,R120236470
ko04978,R120236470
ko00400,R120045280
ko01100,R120045280
ko01110,R120045280
ko01230,R120045280
ko02024,R120045280
ko03040,R120107170
ko03010,R120056640
ko03010,R120096800
ko05171,R120096800
ko00480,R120118680
ko00980,R120118680
ko00982,R120118680
ko00983,R120118680
ko01100,R120118680
ko01524,R120118680
ko04212,R120118680
ko05200,R120118680
ko05204,R120118680
ko05225,R120118680
ko05418,R120118680
ko02010,R120214110
ko04976,R120214110
ko05206,R120214110
ko05226,R120214110
ko00900,R120033120
ko01110,R120033120
ko00860,R120098750
ko00970,R120098750
ko01100,R120098750
ko01110,R120098750
ko01120,R120098750
ko01240,R120098750
ko03015,R120039420
ko03040,R120233120
ko05168,R120233120
ko00440,R120231360
ko00564,R120231360
ko01100,R120231360
ko05231,R120231360
ko00010,R120011000
ko00710,R120011000
ko01100,R120011000
ko01110,R120011000
ko01120,R120011000
ko01200,R120011000
ko01230,R120011000
ko04066,R120011000
ko00073,R120125140
ko04020,R120390270
ko04218,R120390270
ko04621,R120390270
ko05010,R120390270
ko05012,R120390270
ko05014,R120390270
ko05017,R120390270
ko05020,R120390270
ko05022,R120390270
ko00460,R120219010
ko00500,R120219010
ko00940,R120219010
ko01100,R120219010
ko01110,R120219010
ko04613,R120116270
ko05034,R120116270
ko05203,R120116270
ko05322,R120116270
ko00908,R120188900
ko01110,R120188900
ko00240,R120246320
ko01100,R120246320
ko01240,R120246320
ko05166,R120093410
ko04218,R120355720
ko03013,R120355190
ko04214,R120355190
ko00270,R120353030
ko00280,R120353030
ko00290,R120353030
ko00770,R120353030
ko00966,R120353030
ko01100,R120353030
ko01110,R120353030
ko01210,R120353030
ko01230,R120353030
ko01240,R120353030
ko04120,R120056330
ko04141,R120334350
ko00940,R120378050
ko01100,R120378050
ko01110,R120378050
ko00900,R120377400
ko01100,R120377400
ko01110,R120377400
ko00190,R120151750
ko01100,R120151750
ko04714,R120151750
ko04723,R120151750
ko04932,R120151750
ko05010,R120151750
ko05012,R120151750
ko05014,R120151750
ko05016,R120151750
ko05020,R120151750
ko05022,R120151750
ko00940,R120352420
ko04075,R120215690
ko04910,R120019850
ko05132,R120019850
ko03013,R120103700
ko05168,R120103700
ko04714,R120263760
ko03430,R120249630
ko00908,R120188910
ko01110,R120188910
ko03010,R120278020
ko05171,R120278020
ko00940,R120352410
ko03022,R120361780
ko04068,R120190210
ko04140,R120190210
ko04150,R120190210
ko04151,R120190210
ko04152,R120190210
ko04211,R120190210
ko04213,R120190210
ko04361,R120190210
ko04371,R120190210
ko04530,R120190210
ko04710,R120190210
ko04714,R120190210
ko04910,R120190210
ko04920,R120190210
ko04921,R120190210
ko04922,R120190210
ko04931,R120190210
ko04932,R120190210
ko05410,R120190210
ko05418,R120190210
ko00500,R120055300
ko01110,R120055300
ko00240,R120144300
ko00760,R120144300
ko01100,R120144300
ko04144,R120100770
ko04075,R120193490
ko03013,R120047730
ko05014,R120047730
ko03022,R120285490
ko03010,R120073220
ko05171,R120073220
ko04072,R120271960
ko04144,R120271960
ko04721,R120271960
ko04961,R120271960
ko05100,R120271960
ko00564,R120226260
ko01110,R120226260
ko04011,R120226260
ko00480,R120255560
ko00980,R120255560
ko00982,R120255560
ko00983,R120255560
ko01100,R120255560
ko01524,R120255560
ko04212,R120255560
ko05200,R120255560
ko05204,R120255560
ko05225,R120255560
ko05418,R120255560
ko03040,R120391020
ko04657,R120391020
ko05168,R120391020
ko03018,R120023660
ko00900,R120230200
ko01100,R120230200
ko01110,R120230200
ko04144,R120129750
ko00073,R120362960
ko00270,R120371730
ko00280,R120371730
ko00290,R120371730
ko00770,R120371730
ko00966,R120371730
ko01100,R120371730
ko01110,R120371730
ko01210,R120371730
ko01230,R120371730
ko01240,R120371730
ko03008,R120262130
ko03015,R120145690
ko05164,R120145690
ko03010,R120137140
ko04621,R120217900
ko05012,R120217900
ko05132,R120217900
ko05418,R120217900
ko00053,R120208490
ko01100,R120208490
ko00906,R120332420
ko01100,R120332420
ko01110,R120332420
ko00940,R120096410
ko00500,R120132750
ko01100,R120132750
ko01110,R120132750
ko02026,R120132750
ko04217,R120132750
ko04910,R120132750
ko04922,R120132750
ko04931,R120132750
ko00130,R120202240
ko00940,R120202240
ko01100,R120202240
ko01110,R120202240
ko03008,R120360530
ko04141,R120282460
ko00230,R120237030
ko01100,R120237030
ko01110,R120237030
ko01240,R120237030
ko03008,R120237030
ko00909,R120122470
ko01100,R120122470
ko01110,R120122470
ko00561,R120186360
ko00564,R120186360
ko01100,R120186360
ko01110,R120186360
ko03010,R120175160
ko05171,R120175160
ko00944,R120031130
ko01100,R120031130
ko01110,R120031130
ko00380,R120266200
ko01100,R120266200
ko01110,R120266200
ko04016,R120209350
ko04626,R120209350
ko00510,R120305830
ko00513,R120305830
ko01100,R120305830
ko04141,R120305830
ko00380,R120326320
ko01100,R120326320
ko01110,R120326320
ko00564,R120040390
ko01100,R120040390
ko01110,R120040390
ko04070,R120040390
ko04141,R120006340
ko03010,R120275700
ko05171,R120275700
ko03008,R120361930
ko00040,R120203590
ko01100,R120203590
ko02020,R120203590
ko00010,R120074470
ko00030,R120074470
ko00051,R120074470
ko00052,R120074470
ko00680,R120074470
ko01100,R120074470
ko01110,R120074470
ko01120,R120074470
ko01200,R120074470
ko01230,R120074470
ko03018,R120074470
ko04066,R120074470
ko04152,R120074470
ko04919,R120074470
ko04922,R120074470
ko05230,R120074470
ko03020,R120211420
ko04623,R120211420
ko04075,R120357740
ko00562,R120251260
ko00564,R120251260
ko01100,R120251260
ko04070,R120251260
ko00330,R120081050
ko01100,R120081050
ko05017,R120116420
ko00630,R120011420
ko00680,R120011420
ko01100,R120011420
ko01120,R120011420
ko01200,R120011420
ko00190,R120377350
ko01100,R120377350
ko04714,R120377350
ko04723,R120377350
ko04932,R120377350
ko05010,R120377350
ko05012,R120377350
ko05014,R120377350
ko05016,R120377350
ko05020,R120377350
ko05022,R120377350
ko00020,R120335970
ko00630,R120335970
ko01100,R120335970
ko01110,R120335970
ko01120,R120335970
ko01200,R120335970
ko01210,R120335970
ko01230,R120335970
ko00770,R120007080
ko01100,R120007080
ko01240,R120007080
ko03008,R120171630
ko03010,R120029340
ko00100,R120106400
ko01100,R120106400
ko01110,R120106400
ko00562,R120106470
ko01100,R120106470
ko04011,R120106470
ko04070,R120106470
ko04072,R120106470
ko04139,R120106470
ko04144,R120106470
ko04510,R120106470
ko04666,R120106470
ko04810,R120106470
ko05135,R120106470
ko05231,R120106470
ko00564,R120085840
ko00565,R120085840
ko01100,R120085840
ko01110,R120085840
ko04014,R120085840
ko04024,R120085840
ko04071,R120085840
ko04072,R120085840
ko04144,R120085840
ko04666,R120085840
ko04724,R120085840
ko04912,R120085840
ko04928,R120085840
ko05200,R120085840
ko05212,R120085840
ko05231,R120085840
ko00100,R120339450
ko01100,R120339450
ko01110,R120339450
ko03050,R120138610
ko05010,R120138610
ko05012,R120138610
ko05014,R120138610
ko05016,R120138610
ko05017,R120138610
ko05020,R120138610
ko05022,R120138610
ko04120,R120177250
ko04624,R120177250
ko05131,R120177250
ko03010,R120350630
ko03013,R120102060
ko03015,R120102060
ko03040,R120102060
ko05014,R120102060
ko04016,R120123350
ko04626,R120123350
ko03022,R120302640
ko00010,R120220530
ko00230,R120220530
ko00620,R120220530
ko01100,R120220530
ko01110,R120220530
ko01120,R120220530
ko01200,R120220530
ko01230,R120220530
ko01240,R120220530
ko04922,R120220530
ko04930,R120220530
ko05165,R120220530
ko05203,R120220530
ko05230,R120220530
ko04137,R120209250
ko03010,R120245150
ko05171,R120245150
ko00100,R120085370
ko00909,R120085370
ko01100,R120085370
ko01110,R120085370
ko04010,R120056110
ko04020,R120056110
ko04022,R120056110
ko04114,R120056110
ko04218,R120056110
ko04310,R120056110
ko04360,R120056110
ko04370,R120056110
ko04380,R120056110
ko04625,R120056110
ko04650,R120056110
ko04658,R120056110
ko04659,R120056110
ko04660,R120056110
ko04662,R120056110
ko04720,R120056110
ko04724,R120056110
ko04921,R120056110
ko04922,R120056110
ko04924,R120056110
ko05010,R120056110
ko05014,R120056110
ko05020,R120056110
ko05022,R120056110
ko05031,R120056110
ko05152,R120056110
ko05163,R120056110
ko05166,R120056110
ko05167,R120056110
ko05170,R120056110
ko05235,R120056110
ko04621,R120309730
ko04626,R120309730
ko00010,R120339860
ko00020,R120339860
ko00620,R120339860
ko01100,R120339860
ko01110,R120339860
ko01120,R120339860
ko01200,R120339860
ko00564,R120293580
ko00565,R120293580
ko01100,R120293580
ko01110,R120293580
ko04014,R120293580
ko04024,R120293580
ko04071,R120293580
ko04072,R120293580
ko04144,R120293580
ko04666,R120293580
ko04724,R120293580
ko04912,R120293580
ko04928,R120293580
ko05200,R120293580
ko05212,R120293580
ko05231,R120293580
ko00940,R120026300
ko01100,R120026300
ko01110,R120026300
ko00400,R120105670
ko01100,R120105670
ko01110,R120105670
ko01230,R120105670
ko04110,R120195350
ko04111,R120195350
ko00480,R120285660
ko00980,R120285660
ko00982,R120285660
ko00983,R120285660
ko01100,R120285660
ko01524,R120285660
ko04212,R120285660
ko05200,R120285660
ko05204,R120285660
ko05225,R120285660
ko05418,R120285660
ko03013,R120118180
ko00941,R120154780
ko01100,R120154780
ko01110,R120154780
ko03010,R120304450
ko00010,R120132030
ko00053,R120132030
ko00071,R120132030
ko00280,R120132030
ko00310,R120132030
ko00330,R120132030
ko00340,R120132030
ko00380,R120132030
ko00410,R120132030
ko00561,R120132030
ko00620,R120132030
ko00625,R120132030
ko00770,R120132030
ko00903,R120132030
ko00981,R120132030
ko01100,R120132030
ko01110,R120132030
ko01120,R120132030
ko01240,R120132030
ko00908,R120282040
ko01110,R120282040
ko05132,R120012840
ko04978,R120012640
ko03440,R120001770
ko05130,R120316960
ko00940,R120334700
ko01100,R120334700
ko01110,R120334700
ko03460,R120343670
ko04110,R120343670
ko04115,R120343670
ko04214,R120343670
ko04218,R120343670
ko05165,R120343670
ko05166,R120343670
ko05170,R120343670
ko00510,R120065420
ko00513,R120065420
ko01100,R120065420
ko04141,R120065420
ko04622,R120167030
ko05014,R120207900
ko05022,R120207900
ko04714,R120307230
ko04144,R120078630
ko03010,R120112970
ko05171,R120112970
ko03010,R120089260
ko05171,R120089260
ko00860,R120173410
ko01100,R120173410
ko01110,R120173410
ko00030,R120253750
ko00710,R120253750
ko01100,R120253750
ko01110,R120253750
ko01120,R120253750
ko01200,R120253750
ko01230,R120253750
ko03050,R120082330
ko05010,R120082330
ko05012,R120082330
ko05014,R120082330
ko05016,R120082330
ko05017,R120082330
ko05020,R120082330
ko05022,R120082330
ko05169,R120082330
ko05010,R120021190
ko04144,R120222790
ko04217,R120222790
ko04144,R120063460
ko04961,R120063460
ko04962,R120063460
ko04972,R120063460
ko05164,R120063460
ko00270,R120342550
ko01100,R120342550
ko01110,R120342550
ko04120,R120391180
ko04630,R120391180
ko05160,R120391180
ko03008,R120104260
ko03013,R120295490
ko04139,R120259420
ko04075,R120029210
ko03040,R120151690
ko04621,R120173230
ko05012,R120173230
ko05132,R120173230
ko05418,R120173230
ko00450,R120359210
ko01100,R120359210
ko00260,R120282270
ko00460,R120282270
ko00630,R120282270
ko00670,R120282270
ko00680,R120282270
ko01100,R120282270
ko01110,R120282270
ko01120,R120282270
ko01200,R120282270
ko01230,R120282270
ko01240,R120282270
ko01523,R120282270
ko04310,R120090670
ko00562,R120149040
ko01100,R120149040
ko03050,R120268150
ko05010,R120268150
ko05012,R120268150
ko05014,R120268150
ko05016,R120268150
ko05017,R120268150
ko05020,R120268150
ko05022,R120268150
ko05169,R120268150
ko00860,R120185830
ko00900,R120185830
ko01100,R120185830
ko01110,R120185830
ko04130,R120370980
ko04721,R120370980
ko03008,R120022650
ko03013,R120022650
ko05166,R120022650
ko00630,R120003970
ko01100,R120003970
ko01110,R120003970
ko01120,R120003970
ko01200,R120003970
ko04068,R120183920
ko04110,R120183920
ko04120,R120183920
ko04150,R120183920
ko05169,R120183920
ko05200,R120183920
ko05203,R120183920
ko05222,R120183920
ko04910,R120288270
ko05132,R120288270
ko05134,R120390330
ko00280,R120085090
ko01100,R120085090
ko00500,R120083730
ko01100,R120083730
ko00500,R120087250
ko00520,R120087250
ko01100,R120087250
ko01110,R120087250
ko02026,R120087250
ko00052,R120111230
ko00561,R120111230
ko00600,R120111230
ko00603,R120111230
ko01100,R120111230
ko02010,R120039720
ko04976,R120039720
ko05206,R120039720
ko05226,R120039720
ko00520,R120232140
ko01100,R120232140
ko04016,R120166890
ko01524,R120197790
ko03320,R120197790
ko04011,R120197790
ko04068,R120197790
ko04071,R120197790
ko04140,R120197790
ko04150,R120197790
ko04151,R120197790
ko04152,R120197790
ko04210,R120197790
ko04510,R120197790
ko04660,R120197790
ko04664,R120197790
ko04722,R120197790
ko04910,R120197790
ko04919,R120197790
ko04931,R120197790
ko04960,R120197790
ko05145,R120197790
ko05205,R120197790
ko05213,R120197790
ko05215,R120197790
ko05223,R120197790
ko05231,R120197790
ko03010,R120238140
ko05171,R120238140
ko03008,R120311160
ko04613,R120119320
ko05034,R120119320
ko05131,R120119320
ko05202,R120119320
ko05322,R120119320
ko00520,R120277120
