term,gene
ko00513,R120285940
ko01100,R120285940
ko00900,R120345490
ko01110,R120345490
ko04361,R120060690
ko00500,R120319060
ko01100,R120319060
ko01110,R120319060
ko03013,R120017880
ko03015,R120017880
ko03018,R120017880
ko04144,R120379430
ko03060,R120225130
ko04621,R120090960
ko05012,R120090960
ko05132,R120090960
ko05418,R120090960
ko04218,R120104390
ko00480,R120252920
ko00980,R120252920
ko00982,R120252920
ko00983,R120252920
ko01100,R120252920
ko01524,R120252920
ko04212,R120252920
ko05200,R120252920
ko05204,R120252920
ko05225,R120252920
ko05418,R120252920
ko04714,R120223420
ko05225,R120223420
ko04110,R120118670
ko05170,R120118670
ko00190,R120162540
ko01100,R120162540
ko04714,R120162540
ko04723,R120162540
ko04932,R120162540
ko05010,R120162540
ko05012,R120162540
ko05014,R120162540
ko05016,R120162540
ko05020,R120162540
ko05022,R120162540
ko04016,R120045440
ko04075,R120045440
ko04626,R120045440
ko00940,R120236120
ko01100,R120236120
ko01110,R120236120
ko03010,R120148040
ko04910,R120241020
ko05132,R120241020
ko03020,R120062940
ko04623,R120062940
ko00909,R120354310
ko01110,R120354310
ko00260,R120401390
ko01100,R120401390
ko01110,R120401390
ko01120,R120401390
ko01230,R120401390
ko04712,R120249920
ko00330,R120148590
ko01100,R120148590
ko04144,R120273470
ko04961,R120273470
ko04962,R120273470
ko04972,R120273470
ko05164,R120273470
ko04011,R120221090
ko04110,R120221090
ko04114,R120221090
ko04151,R120221090
ko04390,R120221090
ko04391,R120221090
ko04621,R120221090
ko04722,R120221090
ko05160,R120221090
ko05203,R120221090
ko03015,R120086460
ko00460,R120132700
ko00500,R120132700
ko00940,R120132700
ko01100,R120132700
ko01110,R120132700
ko00730,R120183190
ko01100,R120183190
ko04530,R120337680
ko04612,R120337680
ko00510,R120245330
ko01100,R120245330
ko04075,R120093230
ko03015,R120099700
ko05164,R120099700
ko04141,R120090550
ko05014,R120090550
ko05022,R120090550
ko05134,R120090550
ko04144,R120301890
ko00020,R120333020
ko00270,R120333020
ko00620,R120333020
ko00630,R120333020
ko00710,R120333020
ko01100,R120333020
ko01110,R120333020
ko01120,R120333020
ko01200,R120333020
ko03010,R120033110
ko05171,R120033110
ko00510,R120153280
ko04138,R120270610
ko04144,R120270610
ko04530,R120270610
ko04666,R120270610
ko04810,R120270610
ko05100,R120270610
ko05130,R120270610
ko05131,R120270610
ko05132,R120270610
ko05135,R120270610
ko00010,R120062090
ko00030,R120062090
ko01100,R120062090
ko01120,R120062090
ko01200,R120062090
ko03010,R120013390
ko05171,R120013390
ko03022,R120252330
ko03420,R120252330
ko05203,R120252330
ko04016,R120269070
ko00190,R120353500
ko01100,R120353500
ko03050,R120222080
ko05010,R120222080
ko05012,R120222080
ko05014,R120222080
ko05016,R120222080
ko05017,R120222080
ko05020,R120222080
ko05022,R120222080
ko05169,R120222080
ko00540,R120172680
ko01100,R120172680
ko04016,R120326190
ko04626,R120326190
ko04010,R120150420
ko04011,R120150420
ko04138,R120150420
ko04139,R120150420
ko04540,R120150420
ko04657,R120150420
ko04722,R120150420
ko04912,R120150420
ko04921,R120150420
ko05206,R120150420
ko05418,R120150420
ko00010,R120235630
ko01100,R120235630
ko01110,R120235630
ko01120,R120235630
ko03013,R120195760
ko03015,R120195760
ko03018,R120195760
ko00260,R120268860
ko00680,R120268860
ko01100,R120268860
ko01110,R120268860
ko01120,R120268860
ko01200,R120268860
ko01230,R120268860
ko00510,R120364560
ko00513,R120364560
ko01100,R120364560
ko04712,R120028340
ko00510,R120378300
ko01100,R120378300
ko00230,R120095840
ko00261,R120095840
ko00450,R120095840
ko00920,R120095840
ko01100,R120095840
ko01110,R120095840
ko01120,R120095840
ko03018,R120142370
ko04212,R120142370
ko04940,R120142370
ko05134,R120142370
ko05152,R120142370
ko05130,R120144870
ko04139,R120030070
ko04919,R120030070
ko05016,R120030070
ko05169,R120030070
ko05202,R120030070
ko02024,R120223870
ko03060,R120223870
ko03070,R120223870
ko04110,R120291850
ko04152,R120291850
ko04218,R120291850
ko04914,R120291850
ko05161,R120291850
ko05165,R120291850
ko05166,R120291850
ko05169,R120291850
ko05200,R120291850
ko05202,R120291850
ko05203,R120291850
ko05221,R120291850
ko03015,R120270720
ko04016,R120372580
ko03410,R120117280
ko00062,R120085230
ko01100,R120085230
ko01110,R120085230
ko04626,R120085230
ko03050,R120242690
ko05010,R120242690
ko05012,R120242690
ko05014,R120242690
ko05016,R120242690
ko05017,R120242690
ko05020,R120242690
ko05022,R120242690
ko05169,R120242690
ko00860,R120106540
ko01100,R120106540
ko01110,R120106540
ko01120,R120106540
ko01240,R120106540
ko00941,R120129820
ko01100,R120129820
ko01110,R120129820
ko04112,R120182880
ko04212,R120182880
ko04016,R120360910
ko04075,R120360910
ko00061,R120196570
ko00333,R120196570
ko00780,R120196570
ko01100,R120196570
ko01110,R120196570
ko01212,R120196570
ko01240,R120196570
ko00860,R120079410
ko01110,R120079410
ko00330,R120015440
ko01100,R120015440
ko03050,R120304210
ko05010,R120304210
ko05012,R120304210
ko05014,R120304210
ko05016,R120304210
ko05017,R120304210
ko05020,R120304210
ko05022,R120304210
ko03020,R120036370
ko05016,R120036370
ko03010,R120334340
ko03010,R120344960
ko03015,R120073960
ko04112,R120064300
ko03040,R120005730
ko03030,R120163430
ko04110,R120163430
ko04111,R120163430
ko04113,R120163430
ko03015,R120230730
ko00240,R120159900
ko00983,R120159900
ko01100,R120159900
ko04016,R120148930
ko04075,R120148930
ko04626,R120148930
ko03013,R120079650
ko00561,R120104930
ko00564,R120104930
ko01100,R120104930
ko01110,R120104930
ko04072,R120104930
ko04112,R120190570
ko04212,R120190570
ko00860,R120323510
ko01110,R120323510
ko00940,R120350910
ko01100,R120350910
ko01110,R120350910
ko00600,R120375970
ko01100,R120375970
ko04071,R120375970
ko04138,R120375970
ko03020,R120235910
ko04623,R120235910
ko05016,R120235910
ko00061,R120240310
ko00620,R120240310
ko00640,R120240310
ko00720,R120240310
ko01100,R120240310
ko01110,R120240310
ko01120,R120240310
ko01200,R120240310
ko01212,R120240310
ko00562,R120239700
ko01100,R120239700
ko04070,R120239700
ko00960,R120223230
ko01100,R120223230
ko01110,R120223230
ko04130,R120276250
ko04145,R120276250
ko04110,R120328760
ko04152,R120328760
ko04218,R120328760
ko04914,R120328760
ko05161,R120328760
ko05165,R120328760
ko05166,R120328760
ko05169,R120328760
ko05200,R120328760
ko05202,R120328760
ko05203,R120328760
ko05221,R120328760
ko04626,R120215050
ko04140,R120064400
ko05014,R120064400
ko05022,R120064400
ko05130,R120064400
ko05134,R120064400
ko00970,R120088320
ko00510,R120240580
ko00513,R120240580
ko01100,R120240580
ko04016,R120061320
ko04075,R120061320
ko00073,R120298580
ko04146,R120298580
ko04212,R120298580
ko00562,R120253700
ko01100,R120253700
ko04070,R120253700
ko04145,R120253700
ko04810,R120253700
ko04115,R120349740
ko03013,R120067990
ko00600,R120096920
ko01100,R120096920
ko04071,R120096920
ko04138,R120096920
ko05034,R120305980
ko03008,R120377340
ko03013,R120377340
ko04013,R120377340
ko05164,R120377340
ko05166,R120377340
ko03013,R120159700
ko03018,R120174980
ko00190,R120044310
ko00195,R120044310
ko01100,R120044310
ko04016,R120232710
ko04626,R120232710
ko00860,R120039110
ko01100,R120039110
ko01110,R120039110
ko00190,R120027410
ko01100,R120027410
ko04714,R120027410
ko05010,R120027410
ko05012,R120027410
ko05014,R120027410
ko05016,R120027410
ko05020,R120027410
ko05022,R120027410
ko04141,R120041610
ko00260,R120340720
ko00460,R120340720
ko00630,R120340720
ko00670,R120340720
ko00680,R120340720
ko01100,R120340720
ko01110,R120340720
ko01120,R120340720
ko01200,R120340720
ko01230,R120340720
ko01240,R120340720
ko01523,R120340720
ko03060,R120213130
ko03070,R120213130
ko00195,R120360560
ko00051,R120041650
ko01100,R120041650
ko00680,R120147630
ko01100,R120147630
ko01120,R120147630
ko01200,R120147630
ko03040,R120147600
ko04068,R120260170
ko04310,R120260170
ko04340,R120260170
ko04341,R120260170
ko04390,R120260170
ko04391,R120260170
ko04392,R120260170
ko04710,R120260170
ko04711,R120260170
ko05010,R120260170
ko05022,R120260170
ko00520,R120064870
ko01100,R120064870
ko00270,R120377970
ko00450,R120377970
ko00920,R120377970
ko01100,R120377970
ko01110,R120377970
ko01230,R120377970
ko00910,R120270710
ko00970,R120314350
ko04130,R120332030
ko04145,R120332030
ko03420,R120195190
ko04141,R120195190
ko00520,R120191160
ko01100,R120191160
ko03013,R120371210
ko05162,R120371210
ko00970,R120090120
ko04112,R120317820
ko00020,R120013260
ko01100,R120013260
ko01110,R120013260
ko01120,R120013260
ko01200,R120013260
ko01210,R120013260
ko01230,R120013260
ko04075,R120317590
ko04146,R120051410
ko04024,R120128810
ko04066,R120128810
ko04068,R120128810
ko04110,R120128810
ko04310,R120128810
ko04330,R120128810
ko04350,R120128810
ko04520,R120128810
ko04630,R120128810
ko04720,R120128810
ko04916,R120128810
ko04919,R120128810
ko04922,R120128810
ko04935,R120128810
ko05016,R120128810
ko05152,R120128810
ko05161,R120128810
ko05164,R120128810
ko05165,R120128810
ko05166,R120128810
ko05167,R120128810
ko05200,R120128810
ko05203,R120128810
ko05206,R120128810
ko05211,R120128810
ko05215,R120128810
ko03008,R120159050
ko05017,R120159050
ko00230,R120279450
ko01100,R120279450
ko04120,R120090100
ko04141,R120090100
ko03010,R120159600
ko00500,R120229730
ko01110,R120229730
ko04140,R120100950
ko04141,R120100950
ko04210,R120100950
ko04932,R120100950
ko05010,R120100950
ko05012,R120100950
ko05014,R120100950
ko05016,R120100950
ko05017,R120100950
ko05022,R120100950
ko04141,R120267410
ko04624,R120281490
ko05131,R120281490
ko03010,R120040600
ko05171,R120040600
ko03060,R120080580
ko04141,R120080580
ko04145,R120080580
ko05110,R120080580
ko04919,R120016710
ko00053,R120244940
ko01100,R120244940
ko00400,R120351920
ko01100,R120351920
ko01110,R120351920
ko01230,R120351920
ko00220,R120026990
ko00250,R120026990
ko00471,R120026990
ko00910,R120026990
ko01100,R120026990
ko01120,R120026990
ko01200,R120026990
ko04217,R120026990
ko04964,R120026990
ko04016,R120133330
ko04626,R120133330
ko04626,R120269050
ko04144,R120216360
ko04721,R120216360
ko04961,R120216360
ko05016,R120216360
ko05165,R120371670
ko00514,R120295270
ko04931,R120295270
ko03010,R120055920
ko00564,R120179600
ko03040,R120372020
ko04020,R120395710
ko04921,R120395710
ko04925,R120395710
ko05214,R120395710
ko03013,R120021270
ko05416,R120021270
ko04013,R120335130
ko04115,R120335130
ko04120,R120335130
ko04310,R120335130
ko03060,R120135910
ko04024,R120269730
ko04066,R120269730
ko04068,R120269730
ko04110,R120269730
ko04310,R120269730
ko04330,R120269730
ko04350,R120269730
ko04520,R120269730
ko04630,R120269730
ko04720,R120269730
ko04916,R120269730
ko04919,R120269730
ko04922,R120269730
ko04935,R120269730
ko05016,R120269730
ko05152,R120269730
ko05161,R120269730
ko05164,R120269730
ko05165,R120269730
ko05166,R120269730
ko05167,R120269730
ko05200,R120269730
ko05203,R120269730
ko05206,R120269730
ko05211,R120269730
ko05215,R120269730
ko04110,R120319880
ko04111,R120319880
ko04113,R120319880
ko04114,R120319880
ko04914,R120319880
ko05166,R120319880
ko05203,R120319880
ko04626,R120167160
ko05145,R120167160
ko04010,R120315400
ko04020,R120315400
ko04022,R120315400
ko04114,R120315400
ko04218,R120315400
ko04310,R120315400
ko04360,R120315400
ko04370,R120315400
ko04380,R120315400
ko04625,R120315400
ko04650,R120315400
ko04658,R120315400
ko04659,R120315400
ko04660,R120315400
ko04662,R120315400
ko04720,R120315400
ko04724,R120315400
ko04921,R120315400
ko04922,R120315400
ko04924,R120315400
ko05010,R120315400
ko05014,R120315400
ko05020,R120315400
ko05022,R120315400
ko05031,R120315400
ko05152,R120315400
ko05163,R120315400
ko05166,R120315400
ko05167,R120315400
ko05170,R120315400
ko05235,R120315400
ko00564,R120333710
ko00565,R120333710
ko01100,R120333710
ko01110,R120333710
ko04014,R120333710
ko04024,R120333710
ko04071,R120333710
ko04072,R120333710
ko04144,R120333710
ko04666,R120333710
ko04724,R120333710
ko04912,R120333710
ko04928,R120333710
ko05200,R120333710
ko05212,R120333710
ko05231,R120333710
ko00020,R120224720
ko00630,R120224720
ko01100,R120224720
ko01110,R120224720
ko01120,R120224720
ko01200,R120224720
ko01210,R120224720
ko01230,R120224720
ko03040,R120145990
ko00130,R120166360
ko01100,R120166360
ko01110,R120166360
ko01240,R120166360
ko04075,R120042220
ko03013,R120238980
ko04810,R120238980
ko05130,R120238980
ko05132,R120238980
ko04075,R120268610
ko00051,R120255730
ko00520,R120255730
ko01100,R120255730
ko01110,R120255730
ko01240,R120255730
ko04075,R120053820
ko04010,R120102000
ko04722,R120102000
ko04912,R120102000
ko05166,R120102000
ko05235,R120102000
ko00970,R120102500
ko04110,R120106120
ko04152,R120106120
ko04218,R120106120
ko04914,R120106120
ko05161,R120106120
ko05165,R120106120
ko05166,R120106120
ko05169,R120106120
ko05200,R120106120
ko05202,R120106120
ko05203,R120106120
ko05221,R120106120
ko03050,R120041770
ko05010,R120041770
ko05012,R120041770
ko05014,R120041770
ko05016,R120041770
ko05017,R120041770
ko05020,R120041770
ko05022,R120041770
ko05169,R120041770
ko00908,R120106560
ko04712,R120211210
ko00904,R120026870
ko01100,R120026870
ko01110,R120026870
ko00940,R120227510
ko01100,R120227510
ko01110,R120227510
ko03010,R120015960
ko05171,R120015960
ko00562,R120014090
ko01100,R120014090
ko04020,R120014090
ko04070,R120014090
ko04919,R120014090
ko04933,R120014090
ko05131,R120014090
ko04626,R120173700
ko05145,R120173700
ko00260,R120359110
ko01100,R120359110
ko01110,R120359110
ko01120,R120359110
ko01230,R120359110
ko04068,R120011620
ko05169,R120011620
ko05203,R120011620
ko00130,R120306610
ko01100,R120306610
ko01110,R120306610
ko01240,R120306610
ko03010,R120090600
ko05171,R120090600
ko04024,R120125940
ko04066,R120125940
ko04068,R120125940
ko04110,R120125940
ko04310,R120125940
ko04330,R120125940
ko04350,R120125940
ko04520,R120125940
ko04630,R120125940
ko04720,R120125940
ko04916,R120125940
ko04919,R120125940
ko04922,R120125940
ko04935,R120125940
ko05016,R120125940
ko05152,R120125940
ko05161,R120125940
ko05164,R120125940
ko05165,R120125940
ko05166,R120125940
ko05167,R120125940
ko05200,R120125940
ko05203,R120125940
ko05206,R120125940
ko05211,R120125940
ko05215,R120125940
ko00730,R120321790
ko01100,R120321790
ko01240,R120321790
ko00970,R120107250
ko00020,R120165310
ko00640,R120165310
ko01100,R120165310
ko01110,R120165310
ko01120,R120165310
ko01200,R120165310
ko00940,R120029670
ko01100,R120029670
ko01110,R120029670
ko00330,R120250080
ko00410,R120250080
ko00770,R120250080
ko01100,R120250080
ko00340,R120358680
ko01100,R120358680
ko01110,R120358680
ko01230,R120358680
ko00620,R120009450
ko00680,R120009450
ko00710,R120009450
ko00720,R120009450
ko01100,R120009450
ko01120,R120009450
ko01200,R120009450
ko04144,R120244540
ko04217,R120244540
ko03010,R120017360
ko00010,R120207350
ko00051,R120207350
ko00052,R120207350
ko00500,R120207350
ko00520,R120207350
ko00521,R120207350
ko00524,R120207350
ko01100,R120207350
ko01110,R120207350
ko01120,R120207350
ko01200,R120207350
ko04066,R120207350
ko04910,R120207350
ko04930,R120207350
ko04973,R120207350
ko05131,R120207350
ko05230,R120207350
ko00040,R120026960
ko01100,R120026960
ko02020,R120026960
ko03040,R120217990
ko05131,R120217990
ko05164,R120372390
ko00130,R120291130
ko01100,R120291130
ko01110,R120291130
ko01240,R120291130
ko03040,R120145970
ko00900,R120166630
ko01100,R120166630
ko01110,R120166630
ko01522,R120105890
ko04110,R120105890
ko04218,R120105890
ko04934,R120105890
ko05160,R120105890
ko05161,R120105890
ko05163,R120105890
ko05166,R120105890
ko05167,R120105890
ko05169,R120105890
ko05200,R120105890
ko05206,R120105890
ko05212,R120105890
ko05214,R120105890
ko05215,R120105890
ko05218,R120105890
ko05219,R120105890
ko05220,R120105890
ko05222,R120105890
ko05223,R120105890
ko05224,R120105890
ko05225,R120105890
ko05226,R120105890
ko04130,R120125800
ko04138,R120125800
ko00760,R120027460
ko01100,R120027460
ko00290,R120141320
ko00650,R120141320
ko00660,R120141320
ko00770,R120141320
ko01100,R120141320
ko01110,R120141320
ko01210,R120141320
ko01230,R120141320
ko04075,R120049020
ko00480,R120177380
ko00980,R120177380
ko00982,R120177380
ko00983,R120177380
ko01100,R120177380
ko01524,R120177380
ko04212,R120177380
ko05200,R120177380
ko05204,R120177380
ko05225,R120177380
ko05418,R120177380
ko04340,R120351480
ko04341,R120351480
ko00196,R120013840
ko01100,R120013840
ko00071,R120129420
ko00410,R120129420
ko00592,R120129420
ko00640,R120129420
ko01040,R120129420
ko01100,R120129420
ko01110,R120129420
ko01200,R120129420
ko01212,R120129420
ko03320,R120129420
ko04024,R120129420
ko04146,R120129420
ko04974,R120211640
ko03008,R120031120
ko03013,R120031120
ko04013,R120031120
ko05164,R120031120
ko05166,R120031120
ko03010,R120071150
ko05171,R120071150
ko00230,R120053740
ko01100,R120053740
ko01110,R120053740
ko05130,R120012520
ko00592,R120164870
ko01100,R120164870
ko01110,R120164870
ko03410,R120178600
ko00195,R120277660
ko04626,R120007620
ko00520,R120325170
ko01100,R120325170
ko00520,R120360490
ko01100,R120360490
ko00061,R120058830
ko00333,R120058830
ko01100,R120058830
ko01110,R120058830
ko01212,R120058830
ko03030,R120257000
ko03420,R120257000
ko03430,R120257000
ko05202,R120067850
ko03040,R120030580
ko00250,R120241830
ko01100,R120241830
ko00564,R120309500
ko00565,R120309500
ko01100,R120309500
ko01110,R120309500
ko04014,R120309500
ko04024,R120309500
ko04071,R120309500
ko04072,R120309500
ko04144,R120309500
ko04666,R120309500
ko04724,R120309500
ko04912,R120309500
ko04928,R120309500
ko05200,R120309500
ko05212,R120309500
ko05231,R120309500
ko00630,R120052210
ko00910,R120052210
ko01120,R120052210
ko00260,R120101050
ko01100,R120101050
ko01110,R120101050
ko01120,R120101050
ko01230,R120101050
ko04110,R120123790
ko04111,R120123790
ko04114,R120123790
ko04120,R120123790
ko04141,R120123790
ko04310,R120123790
ko04341,R120123790
ko04350,R120123790
ko04710,R120123790
ko05131,R120123790
ko05132,R120123790
ko05170,R120123790
ko05200,R120123790
ko04145,R120290180
ko04210,R120290180
ko04530,R120290180
ko04540,R120290180
ko05010,R120290180
ko05012,R120290180
ko05014,R120290180
ko05016,R120290180
ko05020,R120290180
ko05022,R120290180
ko05130,R120290180
ko05132,R120290180
ko00270,R120016540
ko00920,R120016540
ko01100,R120016540
ko01110,R120016540
ko01120,R120016540
ko01200,R120016540
ko01230,R120016540
ko03010,R120080600
ko05171,R120080600
ko01521,R120013970
ko01522,R120013970
ko04012,R120013970
ko04066,R120013970
ko04140,R120013970
ko04150,R120013970
ko04151,R120013970
ko04152,R120013970
ko04211,R120013970
ko04212,R120013970
ko04213,R120013970
ko04350,R120013970
ko04361,R120013970
ko04371,R120013970
ko04666,R120013970
ko04714,R120013970
ko04910,R120013970
ko04931,R120013970
ko05131,R120013970
ko05163,R120013970
ko05165,R120013970
ko05170,R120013970
ko05200,R120013970
ko05205,R120013970
ko05210,R120013970
ko05212,R120013970
